id,title,publisher,source_portal,country,uk_nation,domain,subdomain,research_roles,methods_supported,spatial_scale,temporal_resolution,coverage,formats,access_type,licence,authority_level,landing_url,link_type,verification_state,variables,notes,last_catalogue_review
inq-0540,Register of Geographic Codes (December 2023),Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geographic codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Register+of+Geographic+Codes+%28December+2023%29,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0541,Code History Database (May 2023),Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Code history,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Code+History+Database+%28May+2023%29,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0542,Register of Geographic Codes (May 2023),Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geographic codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Register+of+Geographic+Codes+%28May+2023%29,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0543,Rural Urban Classification – Clinical Commissioning Groups,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area classification,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Rural+Urban+Classification+%E2%80%93+Clinical+Commissioning+Groups,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0544,Rural Urban Classification – Counties,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area classification,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Rural+Urban+Classification+%E2%80%93+Counties,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0545,Rural Urban Classification – Local Authority Districts 2024,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area classification,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Rural+Urban+Classification+%E2%80%93+Local+Authority+Districts+2024,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0546,Rural Urban Classification – Local Authority Districts 2021,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area classification,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Rural+Urban+Classification+%E2%80%93+Local+Authority+Districts+2021,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0547,Rural Urban Classification – Lower Layer Super Output Areas 2021,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area classification,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Rural+Urban+Classification+%E2%80%93+Lower+Layer+Super+Output+Areas+2021,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0548,Rural Urban Classification – Lower Layer Super Output Areas,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area classification,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Rural+Urban+Classification+%E2%80%93+Lower+Layer+Super+Output+Areas,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0549,Rural Urban Classification – Middle Layer Super Output Areas 2021,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area classification,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Rural+Urban+Classification+%E2%80%93+Middle+Layer+Super+Output+Areas+2021,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0550,Rural Urban Classification – Middle Layer Super Output Areas,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area classification,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Rural+Urban+Classification+%E2%80%93+Middle+Layer+Super+Output+Areas,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0551,Rural Urban Classification – NUTS 3,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area classification,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Rural+Urban+Classification+%E2%80%93+NUTS+3,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0552,Rural Urban Classification – Output Areas 2021,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area classification,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Rural+Urban+Classification+%E2%80%93+Output+Areas+2021,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0553,Rural Urban Classification – Output Areas,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area classification,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Rural+Urban+Classification+%E2%80%93+Output+Areas,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0554,Rural Urban Classification – Parliamentary Constituencies,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area classification,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Rural+Urban+Classification+%E2%80%93+Parliamentary+Constituencies,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0555,Rural Urban Classification – Senedd Constituencies,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area classification,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Rural+Urban+Classification+%E2%80%93+Senedd+Constituencies,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0556,Rural Urban Classification – Upper Tier Local Authorities,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area classification,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Rural+Urban+Classification+%E2%80%93+Upper+Tier+Local+Authorities,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0557,Rural Urban Classification – Wards,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area classification,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Rural+Urban+Classification+%E2%80%93+Wards,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0558,Standard Area Measurements – Administrative,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area measurement,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Standard+Area+Measurements+%E2%80%93+Administrative,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0559,Standard Area Measurements – 2021 Census,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area measurement,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Standard+Area+Measurements+%E2%80%93+2021+Census,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0560,Standard Area Measurements – 2011 Census,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area measurement,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Standard+Area+Measurements+%E2%80%93+2011+Census,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0561,Standard Area Measurements – Electoral,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area measurement,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Standard+Area+Measurements+%E2%80%93+Electoral,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0562,Standard Area Measurements – Eurostat/OECD,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area measurement,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Standard+Area+Measurements+%E2%80%93+Eurostat%2FOECD,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0563,Standard Area Measurements – Health,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area measurement,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Standard+Area+Measurements+%E2%80%93+Health,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0564,Standard Area Measurements – Local Enterprise Partnerships,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area measurement,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Standard+Area+Measurements+%E2%80%93+Local+Enterprise+Partnerships,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0565,Standard Area Measurements – National Parks,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area measurement,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Standard+Area+Measurements+%E2%80%93+National+Parks,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0566,Standard Area Measurements – Parishes and Non-Civil Parished Areas,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area measurement,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Standard+Area+Measurements+%E2%80%93+Parishes+and+Non-Civil+Parished+Areas,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0567,Standard Area Measurements – 2011 Travel to Work Areas,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Area measurement,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Standard+Area+Measurements+%E2%80%93+2011+Travel+to+Work+Areas,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0568,1:250 000 Scale Colour Raster,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Maps and imagery,Geometry | Lookup / identifiers | Study boundary,GIS | Spatial analysis | Data linking,national vector/raster,current,Great Britain,GeoPackage | GML | Shapefile | CSV | Vector tiles,Open,Open Government Licence,Official,https://www.ordnancesurvey.co.uk/products/open-data,official_collection,collection_record_link_checked,,Legacy product URL returned 404 on 2026-09-04; official OpenData collection link substituted pending current product resolution.,2026-09-04
inq-0569,Boundary-Line,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Areas and zones,Geometry | Lookup / identifiers | Study boundary,GIS | Spatial analysis | Data linking,national vector/raster,current,Great Britain,GeoPackage | GML | Shapefile | CSV | Vector tiles,Open,Open Government Licence,Official,https://www.ordnancesurvey.co.uk/products/boundary-line,direct_dataset,verified_official,,,2026-09-04
inq-0570,Code-Point Open,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Addresses and names,Geometry | Lookup / identifiers | Study boundary,GIS | Spatial analysis | Data linking,national vector/raster,current,Great Britain,GeoPackage | GML | Shapefile | CSV | Vector tiles,Open,Open Government Licence,Official,https://www.ordnancesurvey.co.uk/products/code-point-open,direct_dataset,verified_official,,,2026-09-04
inq-0571,GB Overview Maps,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Maps and imagery,Geometry | Lookup / identifiers | Study boundary,GIS | Spatial analysis | Data linking,national vector/raster,current,Great Britain,GeoPackage | GML | Shapefile | CSV | Vector tiles,Open,Open Government Licence,Official,https://www.ordnancesurvey.co.uk/products/open-data,official_collection,collection_record_link_checked,,Legacy product URL returned 404 on 2026-09-04; official OpenData collection link substituted pending current product resolution.,2026-09-04
inq-0572,MiniScale,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Maps and imagery,Geometry | Lookup / identifiers | Study boundary,GIS | Spatial analysis | Data linking,national vector/raster,current,Great Britain,GeoPackage | GML | Shapefile | CSV | Vector tiles,Open,Open Government Licence,Official,https://www.ordnancesurvey.co.uk/products/miniscale,direct_dataset,verified_official,,,2026-09-04
inq-0573,OS Open Built Up Areas,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Areas and zones,Geometry | Lookup / identifiers | Study boundary,GIS | Spatial analysis | Data linking,national vector/raster,current,Great Britain,GeoPackage | GML | Shapefile | CSV | Vector tiles,Open,Open Government Licence,Official,https://www.ordnancesurvey.co.uk/products/os-open-built-up-areas,direct_dataset,verified_official,,,2026-09-04
inq-0574,OS Open Greenspace,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Land and terrain,Built environment | Context | Predictor,GIS | Spatial analysis | Data linking,national vector/raster,current,Great Britain,GeoPackage | GML | Shapefile | CSV | Vector tiles,Open,Open Government Licence,Official,https://www.ordnancesurvey.co.uk/products/os-open-greenspace,direct_dataset,verified_official,,,2026-09-04
inq-0575,OS Open Linked Identifiers,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Identifiers,Geometry | Lookup / identifiers | Study boundary,GIS | Spatial analysis | Data linking,national vector/raster,current,Great Britain,GeoPackage | GML | Shapefile | CSV | Vector tiles,Open,Open Government Licence,Official,https://www.ordnancesurvey.co.uk/products/os-open-linked-identifiers,direct_dataset,verified_official,,,2026-09-04
inq-0576,OS Open Names,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Addresses and names,Geometry | Lookup / identifiers | Study boundary,GIS | Spatial analysis | Data linking,national vector/raster,current,Great Britain,GeoPackage | GML | Shapefile | CSV | Vector tiles,Open,Open Government Licence,Official,https://www.ordnancesurvey.co.uk/products/os-open-names,direct_dataset,verified_official,,,2026-09-04
inq-0577,OS Open Rivers,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Water,Geometry | Lookup / identifiers | Study boundary,GIS | Spatial analysis | Data linking,national vector/raster,current,Great Britain,GeoPackage | GML | Shapefile | CSV | Vector tiles,Open,Open Government Licence,Official,https://www.ordnancesurvey.co.uk/products/os-open-rivers,direct_dataset,verified_official,,,2026-09-04
inq-0578,OS Open Roads,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Transport networks,Mobility / accessibility | Network | Lookup / identifiers,GIS | Spatial analysis | Data linking,national vector/raster,current,Great Britain,GeoPackage | GML | Shapefile | CSV | Vector tiles,Open,Open Government Licence,Official,https://www.ordnancesurvey.co.uk/products/os-open-roads,direct_dataset,verified_official,,,2026-09-04
inq-0579,OS Open TOID,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Identifiers,Geometry | Lookup / identifiers | Study boundary,GIS | Spatial analysis | Data linking,national vector/raster,current,Great Britain,GeoPackage | GML | Shapefile | CSV | Vector tiles,Open,Open Government Licence,Official,https://www.ordnancesurvey.co.uk/products/os-open-toid,direct_dataset,verified_official,,,2026-09-04
inq-0580,OS Open UPRN,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Addresses and names,Geometry | Lookup / identifiers | Study boundary,GIS | Spatial analysis | Data linking,national vector/raster,current,Great Britain,GeoPackage | GML | Shapefile | CSV | Vector tiles,Open,Open Government Licence,Official,https://www.ordnancesurvey.co.uk/products/os-open-uprn,direct_dataset,verified_official,,,2026-09-04
inq-0581,OS Open USRN,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Transport networks,Mobility / accessibility | Network | Lookup / identifiers,GIS | Spatial analysis | Data linking,national vector/raster,current,Great Britain,GeoPackage | GML | Shapefile | CSV | Vector tiles,Open,Open Government Licence,Official,https://www.ordnancesurvey.co.uk/products/os-open-usrn,direct_dataset,verified_official,,,2026-09-04
inq-0582,OS Open Zoomstack,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Maps and imagery,Geometry | Lookup / identifiers | Study boundary,GIS | Spatial analysis | Data linking,national vector/raster,current,Great Britain,GeoPackage | GML | Shapefile | CSV | Vector tiles,Open,Open Government Licence,Official,https://www.ordnancesurvey.co.uk/products/os-open-zoomstack,direct_dataset,verified_official,,,2026-09-04
inq-0583,OS OpenMap – Local,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Maps and imagery,Geometry | Lookup / identifiers | Study boundary,GIS | Spatial analysis | Data linking,national vector/raster,current,Great Britain,GeoPackage | GML | Shapefile | CSV | Vector tiles,Open,Open Government Licence,Official,https://www.ordnancesurvey.co.uk/products/open-data,official_collection,collection_record_link_checked,,Legacy product URL returned 404 on 2026-09-04; official OpenData collection link substituted pending current product resolution.,2026-09-04
inq-0584,OS Terrain 50,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Land and terrain,Built environment | Context | Predictor,GIS | Spatial analysis | Data linking,national vector/raster,current,Great Britain,GeoPackage | GML | Shapefile | CSV | Vector tiles,Open,Open Government Licence,Official,https://www.ordnancesurvey.co.uk/products/os-terrain-50,direct_dataset,verified_official,,,2026-09-04
inq-0585,OS VectorMap District,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Maps and imagery,Geometry | Lookup / identifiers | Study boundary,GIS | Spatial analysis | Data linking,national vector/raster,current,Great Britain,GeoPackage | GML | Shapefile | CSV | Vector tiles,Open,Open Government Licence,Official,https://www.ordnancesurvey.co.uk/products/os-vectormap-district,direct_dataset,verified_official,,,2026-09-04
inq-0586,OS MasterMap Topography Layer,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Maps and imagery,Built environment | Geometry | Lookup / identifiers,GIS | Spatial analysis | Building-stock analysis,feature-level,current,Great Britain,Download | API,Subscription / licensed,Product-specific OS licence,Official,https://www.ordnancesurvey.co.uk/products/search-for-os-products,official_product_catalogue,indexed_official_product,,Do not redistribute. Preserve entitlement/licence state; resolve direct product URL during ingestion.,2026-09-04
inq-0587,OS MasterMap Building Height Attribute,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Buildings and infrastructure,Built environment | Geometry | Lookup / identifiers,GIS | Spatial analysis | Building-stock analysis,feature-level,current,Great Britain,Download | API,Subscription / licensed,Product-specific OS licence,Official,https://www.ordnancesurvey.co.uk/products/search-for-os-products,official_product_catalogue,indexed_official_product,,Do not redistribute. Preserve entitlement/licence state; resolve direct product URL during ingestion.,2026-09-04
inq-0588,OS Building Features,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Buildings and infrastructure,Built environment | Geometry | Lookup / identifiers,GIS | Spatial analysis | Building-stock analysis,feature-level,current,Great Britain,Download | API,Subscription / licensed,Product-specific OS licence,Official,https://www.ordnancesurvey.co.uk/products/search-for-os-products,official_product_catalogue,indexed_official_product,,Do not redistribute. Preserve entitlement/licence state; resolve direct product URL during ingestion.,2026-09-04
inq-0589,OS Structure Features,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Buildings and infrastructure,Built environment | Geometry | Lookup / identifiers,GIS | Spatial analysis | Building-stock analysis,feature-level,current,Great Britain,Download | API,Subscription / licensed,Product-specific OS licence,Official,https://www.ordnancesurvey.co.uk/products/search-for-os-products,official_product_catalogue,indexed_official_product,,Do not redistribute. Preserve entitlement/licence state; resolve direct product URL during ingestion.,2026-09-04
inq-0590,OS MasterMap Sites Layer,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Land and terrain,Built environment | Geometry | Lookup / identifiers,GIS | Spatial analysis | Building-stock analysis,feature-level,current,Great Britain,Download | API,Subscription / licensed,Product-specific OS licence,Official,https://www.ordnancesurvey.co.uk/products/search-for-os-products,official_product_catalogue,indexed_official_product,,Do not redistribute. Preserve entitlement/licence state; resolve direct product URL during ingestion.,2026-09-04
inq-0591,OS Land Use Features,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Land and terrain,Built environment | Geometry | Lookup / identifiers,GIS | Spatial analysis | Building-stock analysis,feature-level,current,Great Britain,Download | API,Subscription / licensed,Product-specific OS licence,Official,https://www.ordnancesurvey.co.uk/products/search-for-os-products,official_product_catalogue,indexed_official_product,,Do not redistribute. Preserve entitlement/licence state; resolve direct product URL during ingestion.,2026-09-04
inq-0592,OS Transport Network,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Transport networks,Built environment | Geometry | Lookup / identifiers,GIS | Spatial analysis | Building-stock analysis,feature-level,current,Great Britain,Download | API,Subscription / licensed,Product-specific OS licence,Official,https://www.ordnancesurvey.co.uk/products/search-for-os-products,official_product_catalogue,indexed_official_product,,Do not redistribute. Preserve entitlement/licence state; resolve direct product URL during ingestion.,2026-09-04
